name,cluster,x,y,second,frame,disgust,anger,sadness,neutral,contempt,surprise,happy,fear
faceframe_second100_frame2505_0,0,9.336944,6.1898584,100,2505,0.21411584317684174,0.18806792795658112,0.13714218139648438,0.10625320672988892,0.10613032430410385,,,
faceframe_second100_frame2511_0,0,9.310909,6.2266626,100,2511,0.23337669670581818,0.18618182837963104,0.12472675740718842,0.10251016169786453,0.10309873521327972,,,
faceframe_second100_frame2518_0,0,9.294656,6.2555985,100,2518,0.21118338406085968,0.1767808496952057,0.1208968311548233,0.1051182672381401,0.1038939580321312,,,
faceframe_second101_frame2530_0,0,9.00437,6.458059,101,2530,0.1916726976633072,0.18015985190868378,0.14215078949928284,,0.10507337749004364,0.12097110599279404,,
faceframe_second101_frame2549_0,0,9.077711,6.5585437,101,2549,0.16878949105739594,0.19960366189479828,0.14361104369163513,0.10392436385154724,0.11801286786794662,,,
faceframe_second102_frame2555_0,0,9.213743,6.405251,102,2555,0.18592599034309387,0.22751373052597046,0.16285234689712524,0.09277679026126862,0.09622210264205933,,,
faceframe_second102_frame2561_0,1,7.414314,11.006702,102,2561,0.19075943529605865,0.1790427416563034,0.13548903167247772,0.11990001052618027,0.13438360393047333,,,
faceframe_second102_frame2568_0,0,10.306211,1.9863579,102,2568,0.23712068796157837,0.2583630681037903,0.14198946952819824,0.10304903984069824,0.07465258240699768,,,
faceframe_second102_frame2568_1,1,8.180848,11.496775,102,2568,0.3969520628452301,0.11080699414014816,0.07275314629077911,,0.08413811773061752,,0.15454649925231934,
faceframe_second142_frame3561_0,-1,12.251146,11.276014,142,3561,0.1577838659286499,0.14461863040924072,0.1414256989955902,,0.12641853094100952,0.12127380818128586,,
faceframe_second142_frame3561_1,1,7.4733644,10.685925,142,3561,0.12005247920751572,0.17056025564670563,0.12560036778450012,0.16514283418655396,,,0.1124417632818222,
faceframe_second142_frame3561_2,0,8.459898,7.307288,142,3561,0.18528220057487488,0.11605563759803772,0.11141427606344223,,0.1604660302400589,,0.13900814950466156,
faceframe_second142_frame3561_3,1,6.8278418,11.931447,142,3561,0.11340656876564026,0.3436926603317261,0.19660425186157227,0.08740092813968658,0.07559795677661896,,,
faceframe_second142_frame3561_4,-1,12.117687,4.48028,142,3561,0.21615344285964966,,0.11052127182483673,,0.11327245086431503,0.15671256184577942,0.13094660639762878,
faceframe_second142_frame3561_5,-1,6.5774174,7.2501874,142,3561,0.17155924439430237,0.1819099634885788,0.12295465171337128,,,0.10928956419229507,0.11427344381809235,
faceframe_second142_frame3568_0,1,6.818112,11.943596,142,3568,0.12038692086935043,0.40131711959838867,0.1456141471862793,0.08584851026535034,0.06943194568157196,,,
faceframe_second142_frame3568_1,0,8.611057,7.075155,142,3568,0.16491247713565826,0.15743792057037354,0.11682353168725967,0.11182694137096405,,,0.15711534023284912,
faceframe_second142_frame3568_2,1,7.4537635,10.841483,142,3568,0.12025173008441925,0.22043155133724213,0.1262502670288086,0.1600167602300644,0.09840904921293259,,,
faceframe_second142_frame3568_3,-1,12.662793,11.325189,142,3568,0.13941650092601776,0.14210493862628937,0.14228053390979767,,0.12420124560594559,0.12107635289430618,,
faceframe_second142_frame3568_4,-1,6.6681542,7.18736,142,3568,0.16780340671539307,0.15624289214611053,,0.13102418184280396,,0.10822001844644547,0.14929209649562836,
faceframe_second142_frame3574_0,1,6.776501,11.868951,142,3574,0.12908414006233215,0.32763516902923584,0.16866174340248108,0.09046385437250137,0.08620589226484299,,,
faceframe_second142_frame3574_1,-1,6.6604576,7.1934347,142,3574,0.17242194712162018,0.14590992033481598,0.11687891185283661,,0.1262172907590866,,0.13579608500003815,
faceframe_second142_frame3574_2,-1,12.757693,11.391779,142,3574,0.14067134261131287,0.12905962765216827,0.1406167596578598,,0.13420774042606354,0.13008558750152588,,
faceframe_second142_frame3574_3,-1,12.080974,4.479132,142,3574,0.27293136715888977,0.10102172195911407,,,0.15213268995285034,0.11669544875621796,0.11286383122205734,
faceframe_second102_frame2574_0,0,10.570107,1.9132861,102,2574,0.2513222396373749,0.19209732115268707,0.15815305709838867,0.09861277788877487,,0.0913977324962616,,
faceframe_second102_frame2574_1,1,8.161493,11.551186,102,2574,0.29643651843070984,0.12844917178153992,0.09134326130151749,,0.11400102823972702,,0.16445286571979523,
faceframe_second106_frame2674_0,0,9.558764,2.5715654,106,2674,0.16039621829986572,0.24302677810192108,0.1628083884716034,0.11112967133522034,,0.10933610051870346,,
faceframe_second106_frame2674_1,0,7.140385,7.4417133,106,2674,0.1897752434015274,0.13198134303092957,0.09038512408733368,,0.19988936185836792,,0.16447752714157104,
faceframe_second106_frame2674_2,0,7.1643066,7.300255,106,2674,0.1798936426639557,0.12026781588792801,0.13813874125480652,,0.18048378825187683,,0.13609516620635986,
faceframe_second10_frame274_0,1,7.8989787,10.904309,10,274,0.12265077978372574,0.1289583295583725,0.17491565644741058,0.1252235770225525,0.12677955627441406,,,
faceframe_second128_frame3224_0,2,4.474678,10.323198,128,3224,0.2448381632566452,0.2119142711162567,0.12098196893930435,0.11631902307271957,0.0829237625002861,,,
faceframe_second135_frame3399_0,0,10.97064,1.8219352,135,3399,0.2955593466758728,0.11952096968889236,0.10780525952577591,0.101628378033638,,0.12198951840400696,,
faceframe_second143_frame3580_0,1,6.930104,11.923101,143,3580,0.15795642137527466,0.2821159362792969,0.11324146389961243,0.1389497071504593,,,0.09041439741849899,
faceframe_second143_frame3580_1,-1,12.773179,11.35961,143,3580,0.13844522833824158,0.13165657222270966,0.1292986273765564,0.13021288812160492,,0.1286318004131317,,
faceframe_second143_frame3580_2,1,7.3213363,11.493849,143,3580,0.17107267677783966,0.16362665593624115,0.1515757143497467,0.110205739736557,0.11666810512542725,,,
faceframe_second147_frame3680_0,-1,10.521416,10.15742,147,3680,0.23611652851104736,,,0.14758802950382233,0.12965446710586548,0.1678062528371811,,0.10060326755046844
faceframe_second150_frame3755_0,0,10.0827465,1.8035048,150,3755,0.16055531799793243,0.17470958828926086,0.1600887030363083,0.12543237209320068,0.15998484194278717,,,
faceframe_second158_frame3955_0,0,9.6167965,4.4378076,158,3955,0.1840885430574417,0.180944561958313,0.12164594978094101,,0.12050770223140717,0.12564201653003693,,
faceframe_second161_frame4030_0,-1,2.7311664,5.5190935,161,4030,,0.10201014578342438,0.29586371779441833,0.17627722024917603,0.14377522468566895,,,0.09844450652599335
faceframe_second35_frame893_0,2,1.0097766,10.701946,35,893,0.11309439688920975,0.25043168663978577,0.15007174015045166,0.15903669595718384,0.10845541954040527,,,
faceframe_second33_frame836_0,0,9.922336,6.2262836,33,836,0.16761086881160736,0.14306986331939697,0.15644687414169312,,0.13222014904022217,0.16233959794044495,,
faceframe_second33_frame843_0,0,8.835248,6.9686327,33,843,0.19742217659950256,0.1650579571723938,0.11511155962944031,,0.12404385209083557,0.11713395267724991,,
faceframe_second33_frame849_0,0,9.937005,6.250947,33,849,0.19146600365638733,0.19518035650253296,0.11216244846582413,,0.1200757771730423,0.11640944331884384,,
faceframe_second34_frame855_0,0,9.883712,6.1349773,34,855,0.18790912628173828,0.19953806698322296,0.12348741292953491,,0.12598782777786255,0.12620839476585388,,
faceframe_second34_frame861_0,0,9.936699,6.193425,34,861,0.17548875510692596,0.2153567671775818,0.12170073390007019,,0.11526813358068466,0.10766424238681793,,
faceframe_second34_frame874_0,0,9.947134,6.1987767,34,874,0.2096492052078247,0.17138126492500305,0.11226306110620499,0.12450574338436127,,0.11600040644407272,,
faceframe_second35_frame886_0,2,0.97598034,10.740576,35,886,0.13533154129981995,0.241074338555336,0.15183182060718536,0.15276694297790527,0.10274139046669006,,,
faceframe_second35_frame899_0,2,0.96718436,10.739717,35,899,0.12010324746370316,0.18633337318897247,0.16079075634479523,0.15747728943824768,0.1345827877521515,,,
faceframe_second36_frame905_0,2,1.1187452,10.6650095,36,905,0.11660192161798477,0.21404367685317993,0.14454837143421173,0.15256837010383606,0.15402373671531677,,,
faceframe_second36_frame911_0,2,1.1256958,10.589912,36,911,0.13256318867206573,0.1932804137468338,0.13968521356582642,0.13576911389827728,0.1451968401670456,,,
faceframe_second36_frame918_0,2,1.0799804,10.71055,36,918,0.1136104017496109,0.20844009518623352,0.1560419648885727,0.15656045079231262,0.13988448679447174,,,
faceframe_second36_frame924_0,2,1.0176427,10.694513,36,924,0.1556595116853714,0.21725332736968994,0.16480830311775208,0.13117597997188568,0.11994361877441406,,,
faceframe_second37_frame930_0,2,1.1024197,10.731124,37,930,0.15272794663906097,0.22848936915397644,0.15818500518798828,0.13661256432533264,0.12252552807331085,,,
faceframe_second37_frame936_0,2,1.2316505,10.8439865,37,936,0.14047545194625854,0.23897795379161835,0.1712801605463028,0.13817574083805084,0.11978119611740112,,,
faceframe_second37_frame943_0,-1,6.0762415,9.471459,37,943,0.3116230368614197,0.16678200662136078,0.08987637609243393,,0.10726290196180344,,,0.09586276859045029
faceframe_second37_frame949_0,-1,5.989055,9.381951,37,949,0.2203514128923416,0.1094134971499443,,,0.10194837301969528,,0.29313626885414124,0.07782328873872757
faceframe_second38_frame955_0,-1,6.0471573,9.4409895,38,955,0.20579861104488373,0.1134306788444519,,,0.11582314223051071,,0.2723042070865631,0.08384592086076736
faceframe_second38_frame961_0,-1,6.065793,9.462292,38,961,0.23451796174049377,0.12263865023851395,,,0.1100568175315857,,0.23412053287029266,0.09704609960317612
faceframe_second38_frame968_0,-1,6.0379634,9.4267435,38,968,0.270697683095932,0.1462700366973877,,,0.1618477702140808,,0.14020363986492157,0.08729248493909836
faceframe_second38_frame974_0,-1,6.093571,9.487007,38,974,0.3163914382457733,0.12950366735458374,,,0.11821896582841873,,0.16000673174858093,0.0888262689113617
faceframe_second41_frame1030_0,1,10.029089,10.984662,41,1030,0.13373474776744843,0.23540359735488892,0.11826203763484955,0.11863493919372559,,,0.10828518122434616,
faceframe_second41_frame1030_1,1,7.503608,10.417028,41,1030,0.18254594504833221,0.14397543668746948,0.15296345949172974,0.10456470400094986,0.12588445842266083,,,
faceframe_second41_frame1049_0,1,10.088521,10.801791,41,1049,,0.21393607556819916,0.10462480783462524,0.2608690857887268,0.1266111582517624,,0.0889931246638298,
faceframe_second41_frame1049_1,1,7.558003,11.081696,41,1049,0.17430086433887482,0.22311148047447205,0.11687532067298889,0.11394186317920685,0.10114271193742752,,,
faceframe_second41_frame1049_2,1,7.7337584,11.018155,41,1049,0.13051871955394745,0.2298249453306198,0.18643701076507568,0.16610345244407654,0.09217294305562973,,,
faceframe_second41_frame1049_3,1,8.2388735,10.794592,41,1049,0.17687174677848816,0.17836755514144897,0.12095630168914795,0.11635672301054001,0.10844406485557556,,,
faceframe_second41_frame1049_4,1,10.320329,11.062569,41,1049,0.19928182661533356,0.1892905980348587,0.16344034671783447,0.09299589693546295,0.11710374802350998,,,
faceframe_second41_frame1049_5,1,7.572993,10.283919,41,1049,0.12475811690092087,0.13221006095409393,0.12813769280910492,,0.13616317510604858,,0.15553484857082367,
faceframe_second42_frame1055_0,1,7.543862,10.36053,42,1055,,0.17823822796344757,0.2275448888540268,0.1147613599896431,0.12086697667837143,0.09944887459278107,,
faceframe_second42_frame1055_1,1,10.185257,10.7473545,42,1055,0.13240671157836914,0.16914978623390198,,0.17133307456970215,,,0.11551763862371445,0.11270163208246231
faceframe_second42_frame1055_2,1,7.7456217,10.760044,42,1055,0.16088254749774933,0.17389409244060516,0.13356170058250427,0.11028312891721725,,0.11106349527835846,,
faceframe_second42_frame1061_0,1,7.191965,11.470271,42,1061,0.13046550750732422,0.38378310203552246,0.14137546718120575,0.08719054609537125,0.08459898829460144,,,
faceframe_second42_frame1061_1,1,7.8204365,10.80862,42,1061,0.15581925213336945,0.16077718138694763,0.13480524718761444,,,0.11523333191871643,0.11252790689468384,
faceframe_second42_frame1061_2,1,9.999191,10.746264,42,1061,0.135899618268013,0.16713789105415344,0.1163107305765152,0.20335759222507477,,,0.10406699776649475,
faceframe_second42_frame1061_3,0,9.341941,6.65184,42,1061,0.14853769540786743,0.14550207555294037,0.14996016025543213,0.11864682286977768,,,0.1170101910829544,
faceframe_second70_frame1755_0,2,1.6105471,12.08764,70,1755,0.21797394752502441,0.17543402314186096,0.16407416760921478,0.12538926303386688,0.11121683567762375,,,
faceframe_second70_frame1761_0,2,1.5212437,12.230202,70,1761,0.24868212640285492,0.183815136551857,0.13648264110088348,0.11929059028625488,0.08432868123054504,,,
faceframe_second70_frame1768_0,2,1.7030523,12.218593,70,1768,0.23302093148231506,0.16298137605190277,0.12839719653129578,0.14783112704753876,,,,0.09387379884719849
faceframe_second70_frame1774_0,2,1.6754305,12.177882,70,1774,0.2318563461303711,0.17176029086112976,0.12889830768108368,0.13449056446552277,,,,0.09117822349071503
faceframe_second71_frame1780_0,2,1.6678352,12.276435,71,1780,0.1680845320224762,0.18206073343753815,0.13266883790493011,0.1584462970495224,,,,0.09759748727083206
faceframe_second71_frame1786_0,2,1.6350629,12.326706,71,1786,0.207666277885437,0.16394846141338348,0.12746639549732208,0.1488490253686905,0.09698773920536041,,,
faceframe_second71_frame1793_0,2,1.6460414,12.20982,71,1793,0.24673226475715637,0.14216569066047668,0.12857504189014435,0.11360469460487366,,,,0.1076836809515953
faceframe_second71_frame1799_0,2,1.710967,12.323769,71,1799,0.272077739238739,0.14372843503952026,0.11805450171232224,0.11700014024972916,0.09558255970478058,,,
faceframe_second72_frame1805_0,2,1.727804,12.371809,72,1805,0.2176326960325241,0.1757468581199646,0.14138764142990112,0.12928582727909088,,,,0.09549900144338608
faceframe_second58_frame1468_0,2,3.3543687,11.758805,58,1468,0.21091307699680328,0.16356739401817322,0.10902345925569534,0.11188576370477676,0.11795300990343094,,,
faceframe_second58_frame1474_0,2,3.3436275,11.770778,58,1474,0.18873274326324463,0.1744464635848999,0.12546318769454956,0.1126069501042366,0.1231839507818222,,,
faceframe_second59_frame1480_0,2,3.3898728,11.833692,59,1480,0.19439536333084106,0.18981489539146423,0.12279839813709259,0.11440128087997437,0.10721201449632645,,,
faceframe_second59_frame1486_0,2,3.259825,11.817661,59,1486,0.16546085476875305,0.22425825893878937,0.137269988656044,0.12308478355407715,0.09942254424095154,,,
faceframe_second59_frame1493_0,2,3.362091,11.775759,59,1493,0.1938425600528717,0.1677299439907074,0.12227179855108261,,0.13212457299232483,0.11695163697004318,,
faceframe_second59_frame1499_0,2,3.4084773,11.738076,59,1499,0.22082746028900146,0.2220856100320816,0.10738100856542587,0.10896062850952148,0.10325289517641068,,,
faceframe_second60_frame1518_0,2,3.1595187,11.270352,60,1518,0.15390637516975403,0.198627308011055,0.11455292999744415,0.11648328602313995,0.13514897227287292,,,
faceframe_second60_frame1524_0,0,9.428955,5.973901,60,1524,0.2004053145647049,0.1517810970544815,0.12454891949892044,,0.12849439680576324,0.12539072334766388,,
faceframe_second62_frame1568_0,-1,7.5345902,3.1492462,62,1568,0.2325282245874405,0.1559239625930786,,0.10517486184835434,0.1984017938375473,0.09214145690202713,,
faceframe_second62_frame1574_0,-1,7.499348,3.1449132,62,1574,0.28732943534851074,0.15439404547214508,,0.0932539775967598,0.14909487962722778,0.09524086117744446,,
faceframe_second63_frame1580_0,-1,7.554173,3.195094,63,1580,0.27183806896209717,0.16041168570518494,,0.09451960027217865,0.14220385253429413,0.10028860718011856,,
faceframe_second63_frame1586_0,-1,7.529331,3.17909,63,1586,0.2405846118927002,0.16325820982456207,0.0953272357583046,,0.16695784032344818,0.09694631397724152,,
faceframe_second63_frame1593_0,-1,7.5860662,3.2301652,63,1593,0.21291348338127136,0.1905404031276703,0.10483875125646591,,0.12245368957519531,0.11332252621650696,,
faceframe_second63_frame1599_0,-1,7.5104184,3.1576428,63,1599,0.2695259749889374,0.16615919768810272,0.09669111669063568,,0.11567802727222443,0.11118166893720627,,
faceframe_second64_frame1611_0,-1,7.4870424,3.133546,64,1611,0.23739492893218994,0.17124643921852112,,0.11882440000772476,0.11861136555671692,0.11563298106193542,,
faceframe_second68_frame1724_0,0,9.4431505,5.3275104,68,1724,0.21038706600666046,0.17050719261169434,0.12501797080039978,0.12484954297542572,,0.10621095448732376,,
faceframe_second69_frame1730_0,0,9.533931,5.4541335,69,1730,0.22025474905967712,0.17347604036331177,0.1274069994688034,0.12800335884094238,,0.10270988941192627,,
faceframe_second69_frame1736_0,0,9.378311,5.2735553,69,1736,0.2441903054714203,0.18585193157196045,0.11238033324480057,0.12390369921922684,,0.0965064987540245,,
faceframe_second69_frame1743_0,2,1.6128356,12.261214,69,1743,0.23818622529506683,0.17194408178329468,0.11830432713031769,0.13780221343040466,0.09866135567426682,,,
faceframe_second69_frame1749_0,2,1.5493569,12.014306,69,1749,0.22936393320560455,0.1568889021873474,0.14024735987186432,0.14741043746471405,0.10253901034593582,,,
faceframe_second74_frame1855_0,2,2.6015007,10.047828,74,1855,0.14265494048595428,0.1954626888036728,0.14966358244419098,0.14248451590538025,0.12716726958751678,,,
faceframe_second74_frame1861_0,2,2.6852577,9.940705,74,1861,0.13169625401496887,0.20110666751861572,0.14756517112255096,0.14604602754116058,0.12668944895267487,,,
faceframe_second74_frame1868_0,2,2.747591,9.933824,74,1868,0.16459691524505615,0.1820971965789795,0.13533364236354828,0.15638916194438934,0.12634219229221344,,,
faceframe_second74_frame1874_0,2,2.8347845,9.979923,74,1874,0.16260768473148346,0.13349281251430511,0.14187860488891602,0.15291142463684082,0.13120441138744354,,,
faceframe_second75_frame1880_0,2,2.7353806,9.922839,75,1880,0.16743604838848114,0.16536617279052734,0.13163867592811584,0.14615437388420105,,,,0.13964217901229858
faceframe_second75_frame1886_0,2,2.7578208,9.947194,75,1886,0.13427242636680603,0.15879133343696594,0.1595516949892044,0.16582125425338745,,,,0.12069810181856155
faceframe_second75_frame1893_0,2,2.8825586,9.884207,75,1893,0.13191169500350952,0.14015893638134003,0.15280504524707794,0.14563366770744324,,,,0.12976443767547607
faceframe_second75_frame1899_0,2,2.7753,9.874052,75,1899,0.14655157923698425,0.13816550374031067,0.14868424832820892,0.14917974174022675,,,,0.12854760885238647
faceframe_second76_frame1905_0,2,1.9197644,11.304202,76,1905,0.2181493639945984,0.23290272057056427,0.17054753005504608,0.0827334076166153,,,,0.09756309539079666
faceframe_second76_frame1911_0,2,1.9859715,11.261965,76,1911,0.13855376839637756,0.1473432332277298,0.1792997568845749,0.16614969074726105,,0.1257372349500656,,
faceframe_second76_frame1918_0,2,1.9216491,11.17028,76,1918,0.1673896461725235,0.14480240643024445,0.13653381168842316,0.13834303617477417,,0.14297173917293549,,
faceframe_second76_frame1924_0,2,1.9369537,11.164501,76,1924,0.18473538756370544,0.1620558798313141,0.1389148235321045,0.12715831398963928,,0.12385028600692749,,
faceframe_second77_frame1936_0,2,1.5965014,10.888688,77,1936,0.13805678486824036,,0.16585732996463776,0.19600628316402435,0.1321885883808136,,,0.11307343095541
faceframe_second77_frame1943_0,2,1.5466309,10.6063595,77,1943,0.14350269734859467,,0.17713558673858643,0.1851183921098709,0.11826854199171066,,,0.12211266905069351
faceframe_second77_frame1949_0,2,1.713045,10.560393,77,1949,0.11434191465377808,0.11907783150672913,0.2184285819530487,0.13476954400539398,,,,0.1611582338809967
faceframe_second7_frame193_0,-1,2.2702808,-5.289566,7,193,0.12959325313568115,0.15443359315395355,0.15288245677947998,0.18636879324913025,,,,0.10796400904655457
faceframe_second7_frame199_0,-1,2.2827423,-5.2767906,7,199,0.13362334668636322,0.13849645853042603,0.11290154606103897,0.20994198322296143,,0.1275462955236435,,
faceframe_second81_frame2036_0,1,7.99447,10.5033655,81,2036,,0.14252687990665436,,0.11919404566287994,0.1287631392478943,,0.13164383172988892,0.14026422798633575
faceframe_second8_frame205_0,-1,2.2870297,-5.272515,8,205,0.16312970221042633,0.12696994841098785,,0.19165126979351044,,0.12658359110355377,,0.11729534715414047
faceframe_second8_frame211_0,-1,2.2836657,-5.2762055,8,211,0.15511655807495117,0.12498452514410019,,0.18515655398368835,,0.13672810792922974,,0.12227808684110641
faceframe_second8_frame218_0,-1,2.3158123,-5.244115,8,218,0.14415131509304047,0.1324237883090973,,0.20516376197338104,,0.11501441895961761,,0.1219404861330986
faceframe_second8_frame224_0,-1,2.2344227,-5.325005,8,224,0.23515860736370087,0.1588842123746872,0.11175666749477386,0.13810113072395325,0.10639024525880814,,,
faceframe_second91_frame2293_0,2,1.769183,11.807727,91,2293,0.1514226794242859,0.11934118717908859,0.1404755413532257,0.2141714245080948,,0.10833870619535446,,
faceframe_second91_frame2299_0,2,1.8020929,11.570053,91,2299,0.19305092096328735,0.14059007167816162,,0.1310257613658905,,,0.1574806123971939,0.10449042916297913
faceframe_second92_frame2305_0,2,1.7301111,11.454775,92,2305,0.2472434639930725,0.14511092007160187,,0.11330932378768921,,,0.11589076370000839,0.12082405388355255
faceframe_second92_frame2311_0,2,1.7703238,11.496265,92,2311,0.21791605651378632,0.14794915914535522,0.11968788504600525,0.1242561936378479,,,,0.11767706274986267
faceframe_second92_frame2318_0,2,1.7516514,11.513041,92,2318,0.16850291192531586,0.16457624733448029,0.14685745537281036,0.152872234582901,0.10839113593101501,,,
faceframe_second92_frame2324_0,2,1.4504337,11.624405,92,2324,0.18606314063072205,0.1448703408241272,0.14166690409183502,0.19533950090408325,0.1033850684762001,,,
faceframe_second94_frame2355_0,0,9.588949,5.457916,94,2355,0.22080199420452118,0.1718912571668625,0.10347951203584671,0.16291965544223785,,0.09544483572244644,,
faceframe_second94_frame2361_0,0,9.654759,5.337605,94,2361,0.2853702902793884,0.14510226249694824,0.09864994883537292,0.12913182377815247,,0.0993894711136818,,
faceframe_second98_frame2455_0,2,1.7236532,10.555622,98,2455,0.1556304693222046,0.15087760984897614,0.13636095821857452,0.13727079331874847,,0.14062145352363586,,
faceframe_second98_frame2461_0,2,1.7389847,10.560558,98,2461,0.14708371460437775,0.1356354057788849,0.2173765003681183,0.10996583849191666,,0.14899632334709167,,
faceframe_second98_frame2468_0,2,1.7357275,10.544535,98,2468,0.12494250386953354,,0.20353193581104279,0.12872041761875153,0.11896130442619324,0.1710253357887268,,
faceframe_second98_frame2474_0,2,1.6823126,10.451589,98,2474,0.13543421030044556,0.16528046131134033,0.1889200061559677,0.154953271150589,0.1139238029718399,,,
faceframe_second99_frame2480_0,2,1.7269537,10.516745,99,2480,0.1697053462266922,0.15511064231395721,0.23225149512290955,0.10536219924688339,,,,0.12136682122945786
faceframe_second99_frame2493_0,0,9.4244585,6.0871406,99,2493,0.21309475600719452,0.18556344509124756,0.158222034573555,,0.11289661377668381,0.09349794685840607,,
